Utterance,Emotion
"Hey, hey, check it out, guess what I got.",Joyful
Rhythm?,Joyful
"No, my first fan mail.",Joyful
Alright!,Joyful
"'Dear Dr. Remore, know that I love you and would do anything to have you.' Gosh. 'Your not-so-secretive admirer, Erica Ford.' Ooh wait, 'PS enclosed please find 14 of my eyelashes.'",Joyful
"Ya know, in crazy world, that means you're married.",Joyful
"Oh my god, I got my very own stalker.",Powerful
Hey guys.,Joyful
Hey.,Neutral
"Ooh, where are you off to, Travelin' Jake?",Mad
"Well, there's this, uh, paleontology conference in L.A. so I figured I'd go and then drive down to the zoo and surprise Marcel.",Joyful
"Oh, Phoebe, that really cute guy is here again.",Joyful
"Oh, oh, OK, so everyone, pretend like I'm telling you a story, OK. And, and it's really funny. So everyone just laugh, now.",Joyful
"I know, I know. Hello.",Joyful
Hi. I'm Rob Dohnen.,Powerful
Hi Rob Dohnen.,Peaceful
"I don't know anything about music, but I think you're really, really great.",Joyful
"Oh, wow.",Joyful
"Hey, whaddya wanna do for dinner?",Peaceful
Well we could just stay in and cook for ourselves.,Joyful
Hello.,Neutral
It's Erica.,Neutral
"Ah, the stalker.",Scared
"Never mind, it's open.",Neutral
"Yes, hitting her with a frying pan's a good idea. We might wanna have a backup plan, though, just in case she isn't a cartoon.",Powerful
Let's get out of here.,Scared
The one time they're not home.,Neutral
That's how radio stars escape stalkers.,Neutral
She's comin'.,Scared
It's me.,Neutral
"Uhh, this is it, this is how we're gonna die. Ready?",Scared
"Wait, wait, wait.",Joyful
Hi.,Joyful
Erica.,Neutral
"Hi, Dean Lipson, zoo administrator. I was told you had a question.",Neutral
"Ahh, I'm afraid I have some bad news. Marcel has passed on.",Sad
"Oh my God, what happened?",Scared
"Well he got sick, and then he got sicker, and then he got a little better but then he died.",Sad
I can't believe this.,Scared
"I'm sorry Mr. Geller. But ya know, there's an old saying, 'Sometimes monkeys die.' It's not a great saying but it certainly is fitting today.",Neutral
"Well, ya know, someone should have called me.",Mad
"I'm sorry. Look, I know this can't bring him back but here, it's just a gesture.",Neutral
Zoo dollars?,Mad
"Yes, and come see the bird show at 4. The macaws wear hats. Well it's a lot cuter if your monkey hasn't just died.",Peaceful
Ooohhh.,Joyful
I know.,Peaceful
"I can't believe Joey's having lunch with his stalker. What i-, what is she like.",Mad
"Well, you remember Cathy Bates in Misery?",Mad
Yeah.,Neutral
"Well, she looks the exact opposite of that.",Peaceful
And she's not crazy?,Mad
"Oh no no no, she's a total wack job. Yeah, she thinks that Joey is actually Dr. Drake Remore.",Peaceful
Oh my God.,Scared
You OK?,Peaceful
"That's not a good idea, that's kinda the reason the last guy got fired.",Peaceful
I was thinkin' about it.,Powerful
"OK. OK, alrighty, let's play some tunes. Hi everybody, I'm Phoebe",Joyful
Hi Phoebe.,Joyful
"Oh, Drake, isn't it amazing?",Joyful
Yeah it is. . . what?,Scared
"Well, here we sit, devil may care, just a little while ago you were reattaching someone's spinal cord.",Peaceful
"Yeah, that was a tricky one. In reality, that operation takes like, over 10 hours, but they only showed it for 2 minites.",Peaceful
Who's they?,Neutral
No one.,Neutral
"Oh Drake, you are so talented, let me see those hands. Oh these hands, these beautiful hands, oh I could just eat them. . . but I won't.",Joyful
"Good, otherwise my watch would fall off.",Joyful
"No, seriously. These hands. These miracle, magical, life-giving hands. Oh, just to be near them, touch them, maybe even lick one?",Joyful
"Alright, just one. Wow, you're good at that.",Joyful
"Oh my God! Someone, he's choking. Is anyone here a doctor?",Scared
"Well, yes, yes, the best doctor in all of Salem, Dr. Drake Remore.",Peaceful
"I don't understand, why didn't you help that man?",Scared
"No, no no no, you don't have to tell me anything. You don't have to explain yourself to me. Ooh, who am I to question the great Dr. Drake Remore?",Mad
But that's what...,Neutral
I should just be happy to be near you.,Peaceful
Hey I-,Joyful
Hey what?,Neutral
"That's it, just hey. Like at the end of a dance, HEY! Hey. He-hey.",Joyful
"There'll be times when you get older when you'll want to sleep with people just to make them like you. . . But don't. Cause that's another thing that you don't wanna do, everybody That's another thing that you don't wanna do.",Neutral
Excellent!,Joyful
Very informative!,Joyful
Not at all inappropriate!,Neutral
Thank you for coming everybody. There're cookies in the back.,Joyful
"That was great, the kids loved you.",Peaceful
"Yay, I rock.",Powerful
"And you know why? Because you told the truth, and nobody ever tells kids the truth.You were incredible.",Joyful
But.,Scared
How did you know there was a but?,Neutral
"The thing is, I think some of the parents, they were kinda hopin' that you'd play more songs about like, barnyard animals.",Joyful
I can do that.,Peaceful
Really?,Peaceful
Yeah.,Neutral
Because that would be fantastic. What? You wanna kiss me?,Joyful
Thinkin' about it.,Neutral
"Ahh, the bat. Ambassador of darkness, flitting out of his cave like a winged messenger, sightless spectre of the macabe.",Joyful
"Buddy, my monkey?",Neutral
"Oh, yeah, right. There was a break-in, few months back, inside job. Your monkey was taken.",Powerful
Oh my God. But the zoo told me that my monkey was dead.,Scared
The zoo! Do you believe everything the zoo tells ya?,Joyful
"That, that's the only thing the zoo's ever told me.",Scared
Of course they're gonna say he's dead. They don't want the bad publicity. It's all a great big cover-up. Do you have any idea how high up this thing goes?,Scared
That guy Lipson?,Neutral
Lipson knows. Do you have any idea who else knows?,Scared
"No, I, I only know Lipson.",Neutral
"Hmm, Lipson knows huh? Ahh, hello Mr. Opossum, enigma of the trees, upside-down denizen of the night, taunting gravity with...",Powerful
"Buddy, my monkey, my monkey.",Sad
"Word on the street - well, when I say street, I mean those little pretend streets they have here at the zoo.",Powerful
Of course.,Neutral
"Your monkey found a new career, in the entertainment field. That's all I know.",Neutral
This is unbelievable.,Scared
"So, what is this information worth to you, my friend?",Powerful
Are you trying to get me to bribe you?,Sad
Maybe.,Neutral
But you already told me everything.,Neutral
"Check it out, he actually is the MonkeyShine monkey.",Joyful
"Well, so what're you gonna do?",Neutral
That's what I did when I lost my Clydesdales.,Neutral
"OK, hi again.",Neutral
Hi Phoebe.,Neutral
"Today we're gonna start with some songs about barnyard animals. Oh, the cow in the meadow goes moo, Oh, the cow in the meadow goes moo. Then the farmer hits him on the head and grinds him up, And that's how we get hamburgers. Nooowww, chickens!",Joyful
Fired! Why?,Mad
The library board has had a lot of complaints from parents about some of the stuff in your songs.,Sad
I can't believe it. Did you tell your board about how kids want to hear the truth?,Mad
No.,Neutral
I see.,Neutral
Maybe if you just played some regular kiddie songs.,Neutral
I'm not saying you have to be Barney.,Neutral
Who's Barney.,Neutral
"Well, I tracked down Marcel and get this, he's healthy, he's happy, and he's right here in New York filming Outbreak II - The Virus Takes Manhattan.",Joyful
You're kidding.,Joyful
This is amazing.,Joyful
I know.,Joyful
I finally get a part on TV and the monkey's makin' movies.,Sad
"OK, Rachel, I'm ready.",Peaceful
OK.,Neutral
Excuse me. Is this where the singing lady is that tells the truth?,Joyful
"Um, yeah I guess that's me.",Peaceful
She's here.,Joyful
"Sometimes men love women, sometimes men love men, and then there are bisexuals, though some just say they're kidding themselves. la la-la-la la-la-la-la-la-la-la...",Joyful
"This is so exciting, I haven't seen my monkey in almost a year.",Joyful
"What, you never look down in the shower? Oh please. I'm not allowed to make one joke in the monkey-is-penis genre?",Joyful
"Uh, excuse me, uh, where can we find the monkey?",Neutral
"I'm sorry guys, closed set.",Powerful
"Yeah, and I have a time share in the Pocanos with Flipper.",Neutral
"Ross, there he is.",Neutral
"Hey, hey buddy, Marcel. Marcel. In the jungle, the mighty jungle the lion sleeps tonight. In the jungle, the mighty jungle the lion sleeps tonight. a-weema-way, a-weema-way.....",Joyful
"Oh man, she's so smokin, she has got the greatest set of. . . no guys around, huh.",Joyful
Does anybody need anything?,Neutral
"Oh, I'll have an espresso. Oh acutally, I'll get it. If I ask you to, you'll probably end up drinking it yourself.",Joyful
That is so unfair.,Sad
You're blowin' me off for a monkey?,Mad
"Hey, we can rescedule for Saturday.",Neutral
"Yeah, unless you hook up with a bunch of pigeons.",Neutral
"Hey, stick a fork in me, I am done.",Neutral
Stick a fork what?,Neutral
"Like, when you're cooking a steak.",Neutral
"Oh, OK, I don't eat meat.",Neutral
"OK, then, eat me, I'm done.",Joyful
What did you say?,Neutral
"Oh, you just know.",Neutral
"Oh, shoot, we gotta go, got a reservation in 30 minutes.",Scared
"Oh, 200 seconds of passion. We gotta go.",Neutral
"But um, here's an idea, have you ever worn women's underwear?",Powerful
"Well, ye, yes, actually, but, uh, they were my Aunt Edna's, and there were three of us in there.",Scared
"Well I was thinking it would be um, kind of sexy if you wore mine tonight, at dinner.",Powerful
You want me to wear your panties?,Scared
Could ya?,Joyful
"Well, if I was wearing your underwear then, uh, what would you be wearing?. . . You're swell.",Joyful
Oooh.,Joyful
With mealworms.,Neutral
"Yaaahhh. Ahhh, candles. What'dya thinks gonna happen here tonight?",Joyful
"I can't believe this, just like 2 weeks ago I was watching Sudden Death, now I'm on a date with Jean-Claude Van Damme. Can you beat up that guy? Can you beat up that guy?",Joyful
Sure.,Neutral
"This is so wild. Ya know, I gotta admit, I was kinda surprised that you agreed to go on a blind date.",Joyful
"Normally, I would not do it.",Neutral
"Well, what made you make the exception for me?",Neutral
"'Cause Rachel told me uh, you were dying to have a threesome with me and uh, Drew Barrymore. By the way, Drew has some groundrules and...",Neutral
Say you're sorry.,Mad
No.,Mad
Say it.,Mad
No.,Mad
"Rachel, you say you're sorry or your sweater gets it.",Mad
"OK, OK, that is my favorite sweater, that is my third date sweater.",Scared
Say you're sorry.,Mad
"OK, you wanna play? OK, let's play, let's play.",Joyful
What're you gonna do?,Scared
You give me back my sweater or it's handbag marinara.,Mad
You don't have the guts.,Scared
"Oh yeah. Well, at least I wasn't too chicken to tell some guy I thought he was cute.",Mad
"Oh alright, stop, STOP THE MADNESS. This is crazy. Who can even remember why this even started in the first place?",Mad
"Yes that's right. But still, I-, look at your purse, look at your sweater, look at yourselves.",Powerful
I'll help you fix your sweater.,Peaceful
I'll help you throw out your purse.,Peaceful
I'm sorry that I made you stop seeing him.,Sad
"Well, I'm sorry I went out with him when I knew you liked him.",Peaceful
I'm sorry that I borrowed your gloves,Sad
Joey?,Neutral
Ma?,Neutral
Joey!,Neutral
"Chandler? What're you still doin' here, I though you guys took off.",Neutral
"Oh, no no no, she took off with my clothes.",Neutral
Are you naked in there?,Neutral
Not exactly. . . I'm wearin panties.,Neutral
"Huh, you uh, you always wear panties?",Neutral
"No, no, this is the first time.",Neutral
"Wow, talk about your bad luck, I mean, the first time you try panties and someone walks off with your clothes.",Neutral
"I was not trying them out, Susie asked me to wear them.",Neutral
"Well, let me see.",Neutral
"No. I'm not letting you or anybody else see, ever.",Neutral
"Alright, alright. Woah, someone's flossing.",Joyful
"Joey, some people don't like that.",Mad
Chandler's wearing panties.,Neutral
What? Let me see.,Joyful
"No, no, you don't have to see.",Neutral
Hi Tushie.,Neutral
"Alright, one of you give me your underpants.",Neutral
"Can't help you, I'm not wearing any.",Neutral
How can you not be wearing any underwear?,Neutral
"Oh, I'm gettin' heat from the guy in the hot pink thong.",Neutral
Alright look Ross I'll give you 50 dollars for your underpants.,Neutral
Hi.,Neutral
"Hey Phoebs, can I have the milk after you?",Neutral
"I'm almost done with it, keep your panties on.",Neutral
"Hey, hey, and I'm in the movie.",Neutral
What happened?,Neutral
Oh my God.,Joyful
What?,Joyful
"OK, well, bye.",Neutral
Goodbye.,Neutral
"Well, bye for me too.",Neutral
"OK, well, bye-bye again.",Neutral
OK.,Neutral
"Oh, no no no no no.",Mad
No no no no.,Mad
Impressive.,Peaceful
Bye-bye.,Neutral
Oh yeah.,Neutral
How long you been waitin' to say that?,Neutral
About 20 minutes. CLOSING CREDITS,Neutral
"Can't you see what's going on here, this man is dying.",Joyful
Aaaaagggghhhhh.,Scared
Cut.,Powerful
"Can't you see what's going on here, this man is dying.",Peaceful
Aaaaagggghhhhh.,Scared
Cut.,Powerful
"Can't you see what's going on here, this man is dying.",Neutral
Aaaaagggghhhhh. Mommy,Scared
Cut.,Powerful
"Can't you see what's going on here, this man is dead.",Scared
Hey.,Neutral
Hey. Hold on a second. Huh?,Neutral
What's this?,Scared
Eight hundred and twelve bucks.,Neutral
